brands,parts,pH,Ca,Mg,HCO3,K,Na,Cl,SO4,F,NO3,TDS,alkalinity,Ca2,Mg2,hardness,bica_ratio,ha_ratio
Distilled water + Bucovina 2L,1 + 2.5,7.192857142857142,6.518571428571428,1.7928571428571427,30.5,0.9371428571428572,2.1592857142857143,3.5714285714285716,2.792857142857143,0.02142857142857143,2.8071428571428574,55.714285714285715,25.0161,16.276872857142855,7.382985714285714,23.65985857142857,4.67893929432391,0.945785257151537
Distilled water + Bucovina 2L,1 + 3,7.2025,6.8445,1.8824999999999998,32.025000000000006,0.984,2.26725,3.75,2.9325,0.0225,2.9475000000000002,58.5,26.266905000000005,17.0907165,7.752135,24.8428515,4.678939294323911,0.945785257151537
Distilled water + Bucovina 2L,1 + 3.5,7.21,7.098,1.9522222222222223,33.211111111111116,1.0204444444444445,2.3512222222222223,3.888888888888889,3.0411111111111113,0.02333333333333333,3.0566666666666666,60.666666666666664,27.23975333333334,17.723706,8.039251111111112,25.762957111111113,4.678939294323911,0.9457852571515372
Distilled water + Bucovina 2L,1 + 4,7.215999999999999,7.3008,2.008,34.160000000000004,1.0496,2.4184,4,3.128,0.024,3.144,62.4,28.018032000000005,18.230097599999997,8.268944000000001,26.499041599999998,4.678939294323911,0.945785257151537
Distilled water + Bucovina 2L,1 + 4.5,7.22090909090909,7.466727272727272,2.0536363636363633,34.93636363636364,1.0734545454545454,2.4733636363636364,4.090909090909091,3.1990909090909088,0.024545454545454547,3.215454545454546,63.81818181818182,28.654805454545457,18.644417999999998,8.456874545454545,27.10129254545454,4.67893929432391,0.945785257151537
Distilled water + Bucovina 2L,1 + 5,7.224999999999999,7.6049999999999995,2.0916666666666663,35.583333333333336,1.0933333333333335,2.5191666666666666,4.166666666666667,3.2583333333333333,0.024999999999999998,3.2750000000000004,65,29.185450000000003,18.989684999999998,8.613483333333333,27.60316833333333,4.67893929432391,0.945785257151537
Distilled water + Bucovina 2L,1 + 5.5,7.228461538461539,7.7219999999999995,2.123846153846154,36.13076923076923,1.1101538461538463,2.557923076923077,4.230769230769231,3.308461538461539,0.02538461538461538,3.325384615384616,66,29.634456923076925,19.281833999999996,8.745998461538463,28.02783246153846,4.67893929432391,0.9457852571515372
Distilled water + Bucovina 2L,1 + 6,7.231428571428571,7.822285714285714,2.1514285714285712,36.60000000000001,1.1245714285714286,2.591142857142857,4.285714285714286,3.3514285714285714,0.025714285714285714,3.3685714285714288,66.85714285714286,30.019320000000008,19.532247428571427,8.859582857142858,28.391830285714285,4.678939294323911,0.945785257151537
Distilled water + Bucovina 2L,1 + 6.5,7.233999999999999,7.909199999999999,2.175333333333333,37.00666666666667,1.1370666666666667,2.6199333333333334,4.333333333333333,3.3886666666666665,0.026000000000000002,3.406,67.6,30.352868,19.7492724,8.958022666666666,28.707295066666667,4.67893929432391,0.9457852571515373
Distilled water + Bucovina 2L,1 + 7,7.23625,7.98525,2.19625,37.362500000000004,1.1480000000000001,2.645125,4.375,3.42125,0.02625,3.43875,68.25,30.644722500000004,19.93916925,9.0441575,28.98332675,4.678939294323911,0.9457852571515372
Distilled water + Bucovina 2L,1 + 7.5,7.238235294117647,8.05235294117647,2.2147058823529413,37.6764705882353,1.1576470588235295,2.6673529411764707,4.411764705882353,3.45,0.026470588235294114,3.4676470588235295,68.82352941176471,30.902241176470593,20.10672529411764,9.120158823529414,29.226884117647053,4.678939294323911,0.9457852571515369
Distilled water + Bucovina 2L,1 + 8,7.239999999999999,8.112,2.231111111111111,37.955555555555556,1.1662222222222223,2.6871111111111112,4.444444444444445,3.4755555555555557,0.026666666666666665,3.4933333333333336,69.33333333333333,31.13114666666667,20.255664,9.187715555555554,29.443379555555552,4.67893929432391,0.945785257151537
Distilled water + Bucovina 2L,1 + 8.5,7.24157894736842,8.165368421052632,2.2457894736842103,38.20526315789474,1.1738947368421053,2.704789473684211,4.473684210526316,3.498421052631579,0.026842105263157896,3.5163157894736843,69.78947368421052,31.33595684210527,20.38892494736842,9.248161052631579,29.637085999999996,4.67893929432391,0.9457852571515369
Distilled water + Bucovina 2L,1 + 9,7.242999999999999,8.2134,2.2589999999999995,38.43,1.1808,2.7207,4.5,3.5189999999999997,0.027000000000000003,3.5370000000000004,70.2,31.520286000000002,20.5088598,9.302561999999998,29.811421799999998,4.67893929432391,0.9457852571515372
Distilled water + Bucovina 2L,1 + 9.5,7.244285714285714,8.256857142857141,2.270952380952381,38.63333333333334,1.1870476190476191,2.7350952380952385,4.523809523809524,3.537619047619048,0.027142857142857142,3.5557142857142856,70.57142857142857,31.687060000000006,20.617372285714282,9.351781904761905,29.96915419047619,4.678939294323912,0.945785257151537
Distilled water + Bucovina 2L,1 + 10,7.245454545454544,8.296363636363635,2.2818181818181817,38.81818181818182,1.1927272727272729,2.748181818181818,4.545454545454546,3.5545454545454547,0.02727272727272727,3.572727272727273,70.9090909090909,31.83867272727273,20.716019999999997,9.396527272727273,30.11254727272727,4.678939294323911,0.945785257151537
Distilled water + Keia 2L,1 + 0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distilled water + Keia 2L,1 + 0.5,7.2,13.333333333333334,0.6433333333333333,56.93333333333334,0,1.6066666666666667,0,0,0,0.01,62.333333333333336,46.696720000000006,33.29333333333334,2.649246666666667,35.94258000000001,4.2700000000000005,0.76970245447646
Distilled water + Keia 2L,1 + 1,7.3,20,0.965,85.4,0,2.41,0,0,0,0.015,93.5,70.04508000000001,49.94,3.9738700000000002,53.913869999999996,4.2700000000000005,0.7697024544764598
Distilled water + Keia 2L,1 + 1.5,7.359999999999999,24,1.158,102.48000000000002,0,2.8920000000000003,0,0,0,0.018,112.2,84.05409600000002,59.928,4.768644,64.69664399999999,4.2700000000000005,0.7697024544764598
Distilled water + Keia 2L,1 + 2,7.3999999999999995,26.666666666666668,1.2866666666666666,113.86666666666667,0,3.2133333333333334,0,0,0,0.02,124.66666666666667,93.39344000000001,66.58666666666667,5.298493333333334,71.88516000000001,4.2700000000000005,0.76970245447646
Distilled water + Keia 2L,1 + 2.5,7.428571428571429,28.571428571428573,1.3785714285714286,122,0,3.442857142857143,0,0,0,0.02142857142857143,133.57142857142858,100.0644,71.34285714285714,5.676957142857143,77.01981428571429,4.27,0.76970245447646
Distilled water + Keia 2L,1 + 3,7.449999999999999,30,1.4475,128.10000000000002,0,3.615,0,0,0,0.0225,140.25,105.06762000000002,74.91,5.960805000000001,80.87080499999999,4.2700000000000005,0.7697024544764598
Distilled water + Keia 2L,1 + 3.5,7.466666666666665,31.11111111111111,1.501111111111111,132.84444444444446,0,3.748888888888889,0,0,0,0.02333333333333333,145.44444444444446,108.95901333333336,77.68444444444444,6.181575555555556,83.86601999999999,4.2700000000000005,0.7697024544764598
Distilled water + Keia 2L,1 + 4,7.4799999999999995,32,1.544,136.64000000000001,0,3.8560000000000003,0,0,0,0.024,149.6,112.07212800000002,79.904,6.358192000000001,86.262192,4.2700000000000005,0.7697024544764599
Distilled water + Keia 2L,1 + 4.5,7.49090909090909,32.72727272727273,1.579090909090909,139.74545454545455,0,3.943636363636364,0,0,0,0.024545454545454547,153,114.61922181818183,81.72,6.502696363636364,88.22269636363636,4.2700000000000005,0.7697024544764599
Distilled water + Keia 2L,1 + 5,7.5,33.333333333333336,1.6083333333333334,142.33333333333334,0,4.016666666666667,0,0,0,0.024999999999999998,155.83333333333334,116.74180000000001,83.23333333333333,6.623116666666667,89.85645,4.27,0.7697024544764599
Distilled water + Keia 2L,1 + 5.5,7.507692307692308,33.84615384615385,1.633076923076923,144.52307692307693,0,4.078461538461538,0,0,0,0.02538461538461538,158.23076923076923,118.5378276923077,84.51384615384615,6.72501076923077,91.23885692307691,4.2700000000000005,0.7697024544764598
Distilled water + Keia 2L,1 + 6,7.514285714285713,34.285714285714285,1.6542857142857144,146.40000000000003,0,4.131428571428572,0,0,0,0.025714285714285714,160.28571428571428,120.07728000000003,85.61142857142856,6.812348571428572,92.42377714285713,4.270000000000001,0.7697024544764598
Distilled water + Keia 2L,1 + 6.5,7.52,34.666666666666664,1.6726666666666667,148.02666666666667,0,4.177333333333333,0,0,0,0.026000000000000002,162.06666666666666,121.411472,86.56266666666666,6.888041333333335,93.45070799999999,4.2700000000000005,0.7697024544764599
Distilled water + Keia 2L,1 + 7,7.5249999999999995,35,1.68875,149.45000000000002,0,4.2175,0,0,0,0.02625,163.625,122.57889000000002,87.395,6.9542725,94.3492725,4.2700000000000005,0.7697024544764599
Distilled water + Keia 2L,1 + 7.5,7.529411764705882,35.294117647058826,1.7029411764705882,150.7058823529412,0,4.252941176470589,0,0,0,0.026470588235294114,165,123.60896470588237,88.12941176470588,7.012711764705883,95.14212352941176,4.2700000000000005,0.7697024544764599
Distilled water + Keia 2L,1 + 8,7.533333333333333,35.55555555555556,1.7155555555555555,151.82222222222222,0,4.2844444444444445,0,0,0,0.026666666666666665,166.22222222222223,124.52458666666668,88.78222222222222,7.064657777777778,95.84688,4.27,0.7697024544764599
Distilled water + Keia 2L,1 + 8.5,7.536842105263157,35.78947368421053,1.726842105263158,152.82105263157897,0,4.312631578947368,0,0,0,0.026842105263157896,167.31578947368422,125.34382736842107,89.36631578947369,7.111135789473685,96.47745157894737,4.2700000000000005,0.7697024544764599
Distilled water + Keia 2L,1 + 9,7.539999999999999,36,1.737,153.72,0,4.338,0,0,0,0.027000000000000003,168.3,126.08114400000001,89.892,7.152966000000001,97.044966,4.27,0.76970245447646
Distilled water + Keia 2L,1 + 9.5,7.542857142857143,36.19047619047619,1.7461904761904763,154.53333333333336,0,4.360952380952382,0,0,0,0.027142857142857142,169.1904761904762,126.74824000000002,90.36761904761904,7.190812380952382,97.55843142857142,4.2700000000000005,0.7697024544764598
Distilled water + Keia 2L,1 + 10,7.545454545454546,36.36363636363637,1.7545454545454546,155.27272727272728,0,4.381818181818182,0,0,0,0.02727272727272727,170,127.35469090909092,90.8,7.225218181818183,98.02521818181818,4.27,0.7697024544764599
Distilled water + Zizin 2L,1 + 0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distilled water + Zizin 2L,1 + 0.5,7,23.91,1.1033333333333333,77.26666666666667,0.19666666666666666,1.6933333333333334,4.99,7.666666666666667,0,0,69,63.374120000000005,59.703269999999996,4.543526666666667,64.24679666666667,3.231562804963056,1.0137702372303814
Distilled water + Zizin 2L,1 + 1,7,35.865,1.655,115.9,0.295,2.54,7.485,11.5,0,0,103.5,95.06118000000001,89.554905,6.815290000000001,96.37019500000001,3.231562804963056,1.0137702372303816
Distilled water + Zizin 2L,1 + 1.5,7,43.038,1.986,139.08,0.354,3.048,8.982000000000001,13.8,0,0,124.2,114.07341600000001,107.46588599999998,8.178348,115.64423399999998,3.2315628049630565,1.0137702372303814
Distilled water + Zizin 2L,1 + 2,7,47.82,2.2066666666666666,154.53333333333333,0.3933333333333333,3.3866666666666667,9.98,15.333333333333334,0,0,138,126.74824000000001,119.40653999999999,9.087053333333333,128.49359333333334,3.231562804963056,1.0137702372303814
Distilled water + Zizin 2L,1 + 2.5,7,51.23571428571429,2.3642857142857143,165.57142857142858,0.4214285714285714,3.6285714285714286,10.692857142857145,16.428571428571427,0,0,147.85714285714286,135.80168571428572,127.93557857142856,9.736128571428573,137.67170714285714,3.231562804963056,1.0137702372303814
Distilled water + Zizin 2L,1 + 3,7,53.7975,2.4825,173.85000000000002,0.4425,3.81,11.227500000000001,17.25,0,0,155.25,142.59177000000003,134.3323575,10.222935,144.5552925,3.2315628049630565,1.0137702372303814
Distilled water + Zizin 2L,1 + 3.5,7,55.79,2.5744444444444445,180.2888888888889,0.4588888888888889,3.9511111111111115,11.643333333333334,17.88888888888889,0,0,161,147.87294666666668,139.30763,10.601562222222224,149.9091922222222,3.231562804963056,1.0137702372303814
Distilled water + Zizin 2L,1 + 4,7,57.384,2.648,185.44,0.472,4.064,11.976,18.4,0,0,165.6,152.097888,143.287848,10.904464,154.192312,3.231562804963056,1.0137702372303814
Distilled water + Zizin 2L,1 + 4.5,7,58.688181818181825,2.708181818181818,189.65454545454548,0.48272727272727267,4.156363636363636,12.24818181818182,18.818181818181817,0,0,169.36363636363637,155.5546581818182,146.54439000000002,11.152292727272728,157.69668272727276,3.231562804963056,1.0137702372303816
Distilled water + Zizin 2L,1 + 5,7,59.775000000000006,2.7583333333333333,193.16666666666666,0.49166666666666664,4.233333333333333,12.475000000000001,19.166666666666668,0,0,172.5,158.4353,149.258175,11.358816666666668,160.61699166666665,3.2315628049630556,1.0137702372303814
Distilled water + Zizin 2L,1 + 5.5,7,60.69461538461539,2.800769230769231,196.13846153846154,0.4992307692307692,4.298461538461539,12.666923076923078,19.46153846153846,0,0,175.15384615384616,160.87276615384616,151.55445461538463,11.533567692307695,163.0880223076923,3.2315628049630556,1.0137702372303816
Distilled water + Zizin 2L,1 + 6,7,61.48285714285714,2.837142857142857,198.6857142857143,0.5057142857142857,4.354285714285714,12.831428571428573,19.714285714285715,0,0,177.42857142857142,162.9620228571429,153.52269428571427,11.683354285714287,165.20604857142854,3.2315628049630565,1.0137702372303812
Distilled water + Zizin 2L,1 + 6.5,7,62.166000000000004,2.868666666666667,200.89333333333335,0.5113333333333333,4.402666666666667,12.974,19.933333333333334,0,0,179.4,164.772712,155.228502,11.813169333333335,167.04167133333334,3.231562804963056,1.0137702372303814
Distilled water + Zizin 2L,1 + 7,7,62.76375,2.89625,202.82500000000002,0.51625,4.445,13.09875,20.125,0,0,181.125,166.35706500000003,156.72108375,11.926757500000003,168.64784125,3.231562804963056,1.0137702372303814
Distilled water + Zizin 2L,1 + 7.5,7,63.29117647058824,2.9205882352941175,204.52941176470588,0.5205882352941176,4.482352941176471,13.208823529411765,20.294117647058822,0,0,182.64705882352942,167.75502352941177,158.03806764705882,12.026982352941177,170.06505,3.2315628049630556,1.0137702372303816
Distilled water + Zizin 2L,1 + 8,7,63.760000000000005,2.942222222222222,206.04444444444445,0.5244444444444444,4.515555555555555,13.306666666666667,20.444444444444443,0,0,184,168.99765333333335,159.20872,12.116071111111111,171.3247911111111,3.2315628049630556,1.0137702372303814
Distilled water + Zizin 2L,1 + 8.5,7,64.17947368421054,2.9615789473684213,207.4,0.5278947368421052,4.545263157894737,13.39421052631579,20.57894736842105,0,0,185.21052631578948,170.10948000000002,160.2561457894737,12.19578210526316,172.45192789473685,3.2315628049630556,1.0137702372303814
Distilled water + Zizin 2L,1 + 9,7,64.557,2.979,208.62000000000003,0.5309999999999999,4.572,13.473000000000003,20.7,0,0,186.3,171.11012400000004,161.198829,12.267522000000001,173.466351,3.2315628049630565,1.0137702372303814
Distilled water + Zizin 2L,1 + 9.5,7,64.89857142857143,2.994761904761905,209.7238095238095,0.5338095238095237,4.596190476190476,13.544285714285715,20.80952380952381,0,0,187.28571428571428,172.01546857142856,162.05173285714284,12.332429523809525,174.38416238095238,3.2315628049630556,1.0137702372303816
Distilled water + Zizin 2L,1 + 10,7,65.20909090909092,3.0090909090909093,210.72727272727272,0.5363636363636363,4.618181818181818,13.609090909090911,20.90909090909091,0,0,188.1818181818182,172.8385090909091,162.8271,12.391436363636366,175.21853636363636,3.231562804963055,1.0137702372303814
Distilled water + Izvorul Minunilor,1 + 0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distilled water + Izvorul Minunilor,1 + 0.5,7,5.733333333333333,1.1500000000000001,23.933333333333334,0.17666666666666667,0.24666666666666667,0,0,0,0,27.133333333333336,19.63012,14.316133333333333,4.735700000000001,19.051833333333335,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 1,7,8.6,1.725,35.9,0.265,0.37,0,0,0,0,40.7,29.44518,21.4742,7.103550000000001,28.57775,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 1.5,7,10.319999999999999,2.0700000000000003,43.08,0.318,0.44399999999999995,0,0,0,0,48.84,35.334216,25.769039999999997,8.524260000000002,34.2933,4.174418604651163,0.970540849130486
