brands,parts,pH,Ca,Mg,HCO3,K,Na,Cl,SO4,F,NO3,TDS,alkalinity,Ca2,Mg2,hardness,bica_ratio,ha_ratio
Distilled water + Bucovina 2L,1 + 8,7.239999999999999,8.112,2.231111111111111,37.955555555555556,1.1662222222222223,2.6871111111111112,4.444444444444445,3.4755555555555557,0.026666666666666665,3.4933333333333336,69.33333333333333,31.13114666666667,20.255664,9.187715555555554,29.443379555555552,4.67893929432391,0.945785257151537
Distilled water + Bucovina 2L,1 + 8.5,7.24157894736842,8.165368421052632,2.2457894736842103,38.20526315789474,1.1738947368421053,2.704789473684211,4.473684210526316,3.498421052631579,0.026842105263157896,3.5163157894736843,69.78947368421052,31.33595684210527,20.38892494736842,9.248161052631579,29.637085999999996,4.67893929432391,0.9457852571515369
Distilled water + Bucovina 2L,1 + 9,7.242999999999999,8.2134,2.2589999999999995,38.43,1.1808,2.7207,4.5,3.5189999999999997,0.027000000000000003,3.5370000000000004,70.2,31.520286000000002,20.5088598,9.302561999999998,29.811421799999998,4.67893929432391,0.9457852571515372
Distilled water + Bucovina 2L,1 + 9.5,7.244285714285714,8.256857142857141,2.270952380952381,38.63333333333334,1.1870476190476191,2.7350952380952385,4.523809523809524,3.537619047619048,0.027142857142857142,3.5557142857142856,70.57142857142857,31.687060000000006,20.617372285714282,9.351781904761905,29.96915419047619,4.678939294323912,0.945785257151537
Distilled water + Bucovina 2L,1 + 10,7.245454545454544,8.296363636363635,2.2818181818181817,38.81818181818182,1.1927272727272729,2.748181818181818,4.545454545454546,3.5545454545454547,0.02727272727272727,3.572727272727273,70.9090909090909,31.83867272727273,20.716019999999997,9.396527272727273,30.11254727272727,4.678939294323911,0.945785257151537
Distilled water + Keia 2L,1 + 0.5,7.2,13.333333333333334,0.6433333333333333,56.93333333333334,0,1.6066666666666667,0,0,0,0.01,62.333333333333336,46.696720000000006,33.29333333333334,2.649246666666667,35.94258000000001,4.2700000000000005,0.76970245447646
Distilled water + Keia 2L,1 + 1,7.3,20,0.965,85.4,0,2.41,0,0,0,0.015,93.5,70.04508000000001,49.94,3.9738700000000002,53.913869999999996,4.2700000000000005,0.7697024544764598
Distilled water + Keia 2L,1 + 1.5,7.359999999999999,24,1.158,102.48000000000002,0,2.8920000000000003,0,0,0,0.018,112.2,84.05409600000002,59.928,4.768644,64.69664399999999,4.2700000000000005,0.7697024544764598
Distilled water + Keia 2L,1 + 2,7.3999999999999995,26.666666666666668,1.2866666666666666,113.86666666666667,0,3.2133333333333334,0,0,0,0.02,124.66666666666667,93.39344000000001,66.58666666666667,5.298493333333334,71.88516000000001,4.2700000000000005,0.76970245447646
Distilled water + Zizin 2L,1 + 0.5,7,23.91,1.1033333333333333,77.26666666666667,0.19666666666666666,1.6933333333333334,4.99,7.666666666666667,0,0,69,63.374120000000005,59.703269999999996,4.543526666666667,64.24679666666667,3.231562804963056,1.0137702372303814
Distilled water + Zizin 2L,1 + 1,7,35.865,1.655,115.9,0.295,2.54,7.485,11.5,0,0,103.5,95.06118000000001,89.554905,6.815290000000001,96.37019500000001,3.231562804963056,1.0137702372303816
Distilled water + Izvorul Minunilor,1 + 2,7,11.466666666666667,2.3000000000000003,47.86666666666667,0.35333333333333333,0.49333333333333335,0,0,0,0,54.26666666666667,39.26024,28.632266666666666,9.471400000000003,38.10366666666667,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 2.5,7,12.285714285714286,2.4642857142857144,51.285714285714285,0.3785714285714286,0.5285714285714286,0,0,0,0,58.142857142857146,42.06454285714286,30.67742857142857,10.147928571428572,40.82535714285714,4.174418604651162,0.9705408491304858
Distilled water + Izvorul Minunilor,1 + 3,7,12.899999999999999,2.5875000000000004,53.849999999999994,0.3975,0.5549999999999999,0,0,0,0,61.050000000000004,44.16777,32.211299999999994,10.655325000000003,42.866625,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 3.5,7,13.377777777777776,2.6833333333333336,55.84444444444444,0.4122222222222222,0.5755555555555555,0,0,0,0,63.31111111111112,45.80361333333333,33.404311111111106,11.049966666666668,44.454277777777776,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 4,7,13.76,2.7600000000000002,57.44,0.42400000000000004,0.592,0,0,0,0,65.12,47.112288,34.35872,11.365680000000001,45.7244,4.174418604651163,0.970540849130486
Distilled water + Izvorul Minunilor,1 + 4.5,7,14.07272727272727,2.8227272727272728,58.74545454545454,0.43363636363636365,0.6054545454545455,0,0,0,0,66.60000000000001,48.18302181818182,35.139599999999994,11.62399090909091,46.76359090909091,4.174418604651163,0.9705408491304858
Distilled water + Izvorul Minunilor,1 + 5,7,14.333333333333334,2.875,59.833333333333336,0.4416666666666667,0.6166666666666667,0,0,0,0,67.83333333333333,49.075300000000006,35.790333333333336,11.839250000000002,47.629583333333336,4.174418604651163,0.9705408491304858
Distilled water + Izvorul Minunilor,1 + 5.5,7,14.553846153846154,2.9192307692307695,60.75384615384615,0.44846153846153847,0.6261538461538462,0,0,0,0,68.87692307692308,49.83030461538461,36.340953846153845,12.02139230769231,48.362346153846154,4.174418604651162,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 6,7,14.742857142857142,2.9571428571428577,61.54285714285714,0.4542857142857143,0.6342857142857142,0,0,0,0,69.77142857142857,50.47745142857143,36.812914285714285,12.17751428571429,48.99042857142857,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 6.5,7,14.906666666666666,2.99,62.22666666666667,0.45933333333333337,0.6413333333333333,0,0,0,0,70.54666666666667,51.038312000000005,37.22194666666666,12.312820000000002,49.53476666666666,4.174418604651163,0.9705408491304857
Distilled water + Izvorul Minunilor,1 + 7,7,15.049999999999999,3.0187500000000003,62.824999999999996,0.46375,0.6475,0,0,0,0,71.22500000000001,51.529064999999996,37.57984999999999,12.431212500000003,50.011062499999994,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 7.5,7,15.176470588235293,3.0441176470588234,63.35294117647059,0.4676470588235294,0.6529411764705882,0,0,0,0,71.82352941176471,51.96208235294118,37.89564705882353,12.535676470588236,50.43132352941176,4.174418604651163,0.9705408491304858
Distilled water + Izvorul Minunilor,1 + 8,7,15.288888888888888,3.066666666666667,63.82222222222222,0.47111111111111115,0.6577777777777778,0,0,0,0,72.35555555555555,52.34698666666667,38.17635555555555,12.628533333333335,50.80488888888889,4.174418604651163,0.9705408491304858
Distilled water + Izvorul Minunilor,1 + 8.5,7,15.389473684210525,3.086842105263158,64.2421052631579,0.47421052631578947,0.6621052631578948,0,0,0,0,72.83157894736843,52.69137473684211,38.42751578947368,12.711615789473687,51.13913157894737,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 9,7,15.479999999999999,3.105,64.61999999999999,0.47700000000000004,0.666,0,0,0,0,73.26,53.001324,38.65355999999999,12.78639,51.439949999999996,4.174418604651162,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 9.5,7,15.561904761904762,3.1214285714285714,64.96190476190476,0.4795238095238095,0.6695238095238095,0,0,0,0,73.64761904761906,53.281754285714285,38.85807619047619,12.854042857142858,51.71211904761905,4.174418604651163,0.9705408491304859
Distilled water + Izvorul Minunilor,1 + 10,7,15.636363636363637,3.1363636363636362,65.27272727272727,0.48181818181818187,0.6727272727272727,0,0,0,0,74,53.53669090909091,39.044,12.915545454545455,51.95954545454545,4.174418604651162,0.9705408491304858
Distilled water + Carpatina 2L,1 + 0.5,7.433333333333334,19.013333333333332,1.0313333333333332,54.9,0.11599999999999999,0.09833333333333333,1.0866666666666667,6.446666666666666,0,0,55.333333333333336,45.028980000000004,47.47629333333333,4.247030666666666,51.723324,2.8874474053295933,1.1486674581569467
Distilled water + Borsec,1 + 0.5,7.146666666666667,20.856666666666666,9.57,108.16666666666667,0,0.7866666666666666,0,0,0,0,91.66666666666667,88.71830000000001,52.079096666666665,39.40926,91.48835666666668,5.186191465558575,1.0312230584520516
Distilled water + Vittel 0.75L,1 + 0.5,7.266666666666667,31.333333333333332,6.666666666666667,82.66666666666667,1.6666666666666667,2.566666666666667,1.3333333333333333,40,0,0.16666666666666666,133.33333333333334,67.8032,78.23933333333332,27.453333333333337,105.69266666666665,2.638297872340426,1.5588153164845708
Aqua Carpatica 2L + Distilled water,1 + 0.5,7.323333333333333,15.966666666666667,4.5,72.56666666666666,0,0.27666666666666667,0,0,0,0.6,51.666666666666664,59.51918,39.868766666666666,18.531000000000002,58.399766666666665,4.544885177453027,0.9811923932195751
Aqua Carpatica 2L + Distilled water,1 + 1,7.484999999999999,23.95,6.75,108.85,0,0.415,0,0,0,0.9,77.5,89.27877,59.803149999999995,27.7965,87.59965,4.544885177453027,0.9811923932195751
Aqua Carpatica 2L + Bucovina 2L,1 + 2.5,7.469999999999999,20.204285714285714,5.6499999999999995,92.7,0.9371428571428572,2.3964285714285714,3.5714285714285716,2.792857142857143,0.02142857142857143,3.321428571428572,100,76.03254000000001,50.45010142857142,23.2667,73.71680142857142,4.588135473379057,0.9695427961313854
Aqua Carpatica 2L + Bucovina 2L,1 + 3,7.444999999999999,18.819499999999998,5.2575,86.45,0.984,2.4747500000000002,3.75,2.9325,0.0225,3.3975000000000004,97.25,70.90629000000001,46.99229149999999,21.650385000000004,68.6426765,4.593639575971732,0.9680759845142085
Aqua Carpatica 2L + Bucovina 2L,1 + 3.5,7.4255555555555555,17.742444444444445,4.952222222222222,81.58888888888889,1.0204444444444445,2.5356666666666667,3.888888888888889,3.0411111111111113,0.02333333333333333,3.456666666666667,95.11111111111111,66.91920666666667,44.30288377777778,20.393251111111113,64.69613488888889,4.5985145476634814,0.9667797649058933
Aqua Carpatica 2L + Bucovina 2L,1 + 4,7.409999999999999,16.8808,4.708,77.7,1.0496,2.5844,4,3.128,0.024,3.504,93.4,63.72954000000001,42.1513576,19.387544000000002,61.5389016,4.602862423581821,0.9656260126779511
Aqua Carpatica 2L + Bucovina 2L,1 + 4.5,7.3972727272727266,16.175818181818183,4.508181818181818,74.51818181818182,1.0734545454545454,2.6242727272727273,4.090909090909091,3.1990909090909088,0.024545454545454547,3.5427272727272734,92,61.11981272727273,40.391018,18.56469272727273,58.95571072727273,4.6067643058662195,0.9645924635002303
Aqua Carpatica 2L + Bucovina 2L,1 + 5,7.386666666666666,15.588333333333333,4.341666666666666,71.86666666666666,1.0933333333333335,2.6575,4.166666666666667,3.2583333333333333,0.024999999999999998,3.5750000000000006,90.83333333333333,58.94504,38.92406833333333,17.87898333333333,56.80305166666666,4.6102854699027045,0.9636612625365368
Aqua Carpatica 2L + Bucovina 2L,1 + 5.5,7.377692307692308,15.091230769230767,4.200769230769231,69.62307692307692,1.1101538461538463,2.6856153846153843,4.230769230769231,3.308461538461539,0.02538461538461538,3.6023076923076927,89.84615384615384,57.10484769230769,37.682803230769224,17.298767692307692,54.981570923076916,4.613479045395697,0.9628179243087834
Aqua Carpatica 2L + Bucovina 2L,1 + 6,7.369999999999999,14.665142857142857,4.08,67.7,1.1245714285714286,2.7097142857142855,4.285714285714286,3.3514285714285714,0.025714285714285714,3.625714285714286,89,55.52754,36.618861714285714,16.801440000000003,53.42030171428571,4.616388715710723,0.9620505737204585
Aqua Carpatica 2L + Bucovina 2L,1 + 6.5,7.363333333333332,14.295866666666665,3.975333333333333,66.03333333333333,1.1370666666666667,2.7306,4.333333333333333,3.3886666666666665,0.026000000000000002,3.6460000000000004,88.26666666666667,54.160540000000005,35.696779066666664,16.370422666666666,52.067201733333334,4.619050727949338,0.9613493833948725
Aqua Carpatica 2L + Bucovina 2L,1 + 7,7.3575,13.97275,3.88375,64.575,1.1480000000000001,2.748875,4.375,3.42125,0.02625,3.6637500000000003,87.625,52.964415,34.889956749999996,15.993282500000001,50.883239249999995,4.621495410710133,0.9607061505352225
Aqua Carpatica 2L + Bucovina 2L,1 + 7.5,7.35235294117647,13.68764705882353,3.8029411764705885,63.288235294117655,1.1576470588235295,2.7649999999999997,4.411764705882353,3.45,0.026470588235294114,3.6794117647058826,87.05882352941177,51.909010588235304,34.17805470588235,15.660511764705884,49.83856647058823,4.623748334694229,0.9601139745453688
Aqua Carpatica 2L + Bucovina 2L,1 + 8,7.347777777777777,13.434222222222221,3.731111111111111,62.14444444444444,1.1662222222222223,2.779333333333333,4.444444444444445,3.4755555555555557,0.026666666666666665,3.6933333333333334,86.55555555555556,50.97087333333333,33.54525288888888,15.364715555555556,48.90996844444444,4.625831210507163,0.9595670084871564
Aqua Carpatica 2L + Bucovina 2L,1 + 8.5,7.343684210526316,13.207473684210527,3.6668421052631572,61.121052631578955,1.1738947368421053,2.7921578947368424,4.473684210526316,3.498421052631579,0.026842105263157896,3.7057894736842103,86.10526315789474,50.13148736842106,32.97906178947368,15.100055789473682,48.07911757894736,4.627762590558775,0.9590602653699333
Aqua Carpatica 2L + Bucovina 2L,1 + 9,7.339999999999999,13.0034,3.6089999999999995,60.2,1.1808,2.8037,4.5,3.5189999999999997,0.027000000000000003,3.717,85.7,49.37604,32.4694898,14.861861999999999,47.33135179999999,4.62955842318163,0.9585894656598624
Aqua Carpatica 2L + Bucovina 2L,1 + 9.5,7.336666666666666,12.818761904761903,3.5566666666666666,59.36666666666667,1.1870476190476191,2.814142857142857,4.523809523809524,3.537619047619048,0.027142857142857142,3.727142857142857,85.33333333333333,48.69254,32.00844847619047,14.646353333333334,46.6548018095238,4.631232494037758,0.9581509161264498
Aqua Carpatica 2L + Bucovina 2L,1 + 10,7.333636363636362,12.65090909090909,3.5090909090909084,58.60909090909092,1.1927272727272729,2.8236363636363637,4.545454545454546,3.5545454545454547,0.02727272727272727,3.7363636363636363,85,48.07117636363637,31.589319999999997,14.450436363636362,46.03975636363636,4.632796780684106,0.9577414127619168
Aqua Carpatica 2L + Izvorul Minunilor,1 + 2,7.323333333333333,27.433333333333334,6.8,120.43333333333332,0.35333333333333333,0.77,0,0,0,0.6,105.93333333333334,98.77942,68.501033333333325,28.0024,96.50343333333333,4.39003645200486,0.9769588982536376
Aqua Carpatica 2L + Izvorul Minunilor,1 + 2.5,7.277142857142857,25.97142857142857,6.321428571428571,113.48571428571428,0.3785714285714286,0.7657142857142858,0,0,0,0.5142857142857143,102.42857142857143,93.08098285714286,64.85065714285714,26.03164285714286,90.8823,4.36963696369637,0.97637881778153
Aqua Carpatica 2L + Izvorul Minunilor,1 + 3,7.2425,24.875,5.9625,108.27499999999999,0.3975,0.7625,0,0,0,0.45,99.80000000000001,88.807155,62.112874999999995,24.553575000000002,86.66645,4.352763819095477,0.9758949039635376
Aqua Carpatica 2L + Izvorul Minunilor,1 + 3.5,7.2155555555555555,24.022222222222222,5.683333333333334,104.22222222222223,0.4122222222222222,0.76,0,0,0,0.4,97.75555555555556,85.48306666666667,59.983488888888886,23.40396666666667,83.38745555555556,4.338575393154487,0.9754850733270631
Aqua Carpatica 2L + Izvorul Minunilor,1 + 4,7.194,23.339999999999996,5.46,100.97999999999999,0.42400000000000004,0.758,0,0,0,0.36,96.12,82.823796,58.27997999999999,22.484280000000002,80.76426,4.326478149100257,0.9751335232207902
Aqua Carpatica 2L + Izvorul Minunilor,1 + 4.5,7.176363636363636,22.781818181818178,5.277272727272727,98.32727272727271,0.43363636363636365,0.7563636363636363,0,0,0,0.32727272727272727,94.78181818181817,80.64802909090908,56.88619999999999,21.731809090909092,78.61800909090908,4.316041500399042,0.9748286471116152
Aqua Carpatica 2L + Izvorul Minunilor,1 + 5,7.161666666666666,22.316666666666666,5.125,96.11666666666667,0.4416666666666667,0.755,0,0,0,0.3,93.66666666666667,78.83489000000002,55.724716666666666,21.104750000000003,76.82946666666666,4.306945481702764,0.9745617285273899
Aqua Carpatica 2L + Izvorul Minunilor,1 + 5.5,7.149230769230769,21.923076923076923,4.996153846153846,94.24615384615383,0.44846153846153847,0.7538461538461539,0,0,0,0.27692307692307694,92.72307692307693,77.30069538461538,54.74192307692307,20.57416153846154,75.31608461538461,4.298947368421052,0.9743260942303793
Aqua Carpatica 2L + Izvorul Minunilor,1 + 6,7.138571428571429,21.585714285714285,4.885714285714286,92.64285714285714,0.4542857142857143,0.7528571428571428,0,0,0,0.2571428571428572,91.91428571428573,75.98567142857142,53.89952857142857,20.119371428571434,74.0189,4.29185969556585,0.9741165486650962
Aqua Carpatica 2L + Izvorul Minunilor,1 + 6.5,7.129333333333333,21.293333333333333,4.79,91.25333333333333,0.45933333333333337,0.752,0,0,0,0.24000000000000002,91.21333333333334,74.845984,53.16945333333333,19.72522,72.89467333333333,4.285535378835316,0.9739289864013723
Aqua Carpatica 2L + Izvorul Minunilor,1 + 7,7.12125,21.037499999999998,4.706250000000001,90.0375,0.46375,0.75125,0,0,0,0.225,90.60000000000001,73.8487575,52.53063749999999,19.380337500000003,71.910975,4.279857397504457,0.9737601204732522
Aqua Carpatica 2L + Izvorul Minunilor,1 + 7.5,7.114117647058824,20.811764705882354,4.632352941176471,88.96470588235294,0.4676470588235294,0.7505882352941177,0,0,0,0.21176470588235294,90.05882352941177,72.96885176470589,51.966976470588236,19.076029411764708,71.04300588235294,4.274731486715659,0.9736072880992701
Aqua Carpatica 2L + Izvorul Minunilor,1 + 8,7.107777777777778,20.61111111111111,4.566666666666666,88.0111111111111,0.47111111111111115,0.75,0,0,0,0.2,89.57777777777778,72.18671333333333,51.46594444444444,18.805533333333333,70.27147777777778,4.270080862533693,0.973468309234254
Aqua Carpatica 2L + Izvorul Minunilor,1 + 8.5,7.1021052631578945,20.431578947368422,4.507894736842106,87.15789473684211,0.47421052631578947,0.7494736842105263,0,0,0,0.18947368421052632,89.14736842105265,71.48690526315791,51.01765263157895,18.563510526315792,69.58116315789474,4.265842349304482,0.9733413819181604
Aqua Carpatica 2L + Izvorul Minunilor,1 + 9,7.0969999999999995,20.27,4.455,86.38999999999999,0.47700000000000004,0.749,0,0,0,0.18,88.76,70.85707799999999,50.614189999999994,18.34569,68.95988,4.26196349284657,0.9732250037180479
Aqua Carpatica 2L + Izvorul Minunilor,1 + 9.5,7.092380952380952,20.123809523809523,4.407142857142857,85.6952380952381,0.4795238095238095,0.7485714285714286,0,0,0,0.17142857142857143,88.40952380952382,70.28723428571429,50.249152380952374,18.148614285714284,68.39776666666666,4.258400378608614,0.9731179119757787
Aqua Carpatica 2L + Izvorul Minunilor,1 + 10,7.088181818181818,19.990909090909092,4.363636363636363,85.06363636363636,0.48181818181818187,0.7481818181818182,0,0,0,0.16363636363636364,88.0909090909091,69.76919454545455,49.9173,17.969454545454546,67.88675454545455,4.2551159618008185,0.9730190378108264
Aqua Carpatica 5L + Distilled water,1 + 1,7.25,12.2,3.245,57.35,0,1.25,0,0,0,1.45,56,47.038470000000004,30.463399999999996,13.362910000000001,43.82631,4.700819672131148,0.9317120646143464
